 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -78 -76 -74 -72 -70 -68 -66 -64 -62 -60 -58 -56 -54 -52 -50 -48 -46 -44 -42 -40 -38 -36 -34 -32 -30 -28 -26 -24 -22 -20 -18 -16 -14 -12 -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88
time                                                                                     
1967.413698630 220.771668056 141.832143634 97.552721739 71.474267759 55.503176978 45.452311908 39.054971527 35.034109918 32.644684096 31.437838277 31.133210485 31.545569416 32.539304732 33.997407892 35.798364445 37.798329856 39.818627518 41.640546103 43.010570632 43.659107588 43.333879347 41.926247131 39.725053761 37.103757678 34.387532031 31.832345990 29.626177799 27.904661390 26.774838301 26.343940587 26.754276775 28.170980474 30.632052169 34.187518622 38.924979983 44.937666777 52.283652397 60.932159288 70.697562971 81.169246830 91.655759504 101.323946425 109.813372781 117.016422148 122.954521237 127.763248938 131.670595565 134.974185168 138.022326320 141.202484628 144.939698698 149.612853116 155.266927315 161.858810685 169.340132173 177.651319342 186.715685476 196.433621401 206.677084735 217.284699035 228.057892626 238.774978955 249.245864311 259.274619481 268.647257790 277.135807224 284.503857404 290.513571010 294.934041281 297.550752064 298.175762780 296.658108961 292.893794151 286.834666903 278.495443432 267.958166068 255.373489044 240.958358652 224.989897377 207.795594909 189.740226951 189.740226951 189.740226951 189.740226951 189.740226951
1967.495890411 227.163890679 144.918152217 99.063179436 72.193495124 55.804670698 45.521865739 38.988535746 34.882813827 32.436512534 31.188551341 30.852119307 31.238767976 32.211595330 33.653509370 35.443664458 37.439268329 39.462710684 41.295967401 42.685452630 43.360471796 43.066572980 41.691884747 39.521163335 36.924898692 34.226676530 31.681840123 29.478184962 27.751098509 26.606830374 26.150743997 26.521453895 27.878360560 30.254314911 33.693102292 38.274687893 44.084172244 51.172601177 59.505822344 68.902025593 78.965697002 89.035316523 98.317134532 106.471706737 113.400421690 119.126374864 123.780244905 127.579899874 130.809123748 133.799973845 136.922110812 140.581463549 145.140185106 150.641320399 157.043491521 164.300058170 172.353456382 181.129563717 190.532167288 200.437720709 210.690689130 221.099892169 231.452389517 241.567098031 251.258051913 260.322319147 268.543811622 275.698458848 281.560735365 285.911433860 288.546462362 289.286322156 287.985803224 284.543328999 278.909306205 271.092802930 261.165901340 249.265159029 235.589767314 220.396210298 203.989491275 186.711280606 186.711280606 186.711280606 186.711280606 186.711280606
1967.580821918 232.628725359 147.409154009 100.177263164 72.638168435 55.908654167 45.444260344 38.808986895 34.642263024 32.156465271 30.880609965 30.522940554 30.892796487 31.852670206 33.285850103 35.072446772 37.070846017 39.104466784 40.955769944 42.370744404 43.077132249 42.817822786 41.477466312 39.337223576 36.765320502 34.084387729 31.549642870 29.349082514 27.618180482 26.462774205 25.986917876 26.326467735 27.636478238 29.945885725 33.293741522 37.754232046 43.406312661 50.295714723 58.385705115 67.497261101 77.246083021 86.992957848 95.973625847 103.864634851 110.574642020 116.128679902 120.654520080 124.363209161 127.528871651 130.472037113 133.549650268 137.154009767 141.635388837 147.035333664 153.313525044 160.424323329 168.311238465 176.901424992 186.100280043 195.786329822 205.806700746 215.973579511 226.078355586 235.945827376 245.397083105 254.237197549 262.258886756 269.247438878 274.986908089 279.267467651 281.893713380 282.693596799 281.527557407 278.297327323 272.953811924 265.503420028 256.012237869 244.607520259 231.476112169 216.859609779 201.046309389 184.360255622 184.360255622 184.360255622 184.360255622 184.360255622
1967.665753425 236.889326383 149.246519775 100.919654658 72.863067063 55.878741565 45.283562721 38.577731675 34.370214577 31.858445481 30.564058786 30.191793095 30.549601395 31.499834868 32.926412916 34.710534696 36.711848657 38.754898006 40.622781984 42.061307811 42.796992913 42.570469187 41.263239091 39.152867996 36.605183387 33.941708190 31.417401634 29.220366014 27.486105986 26.320026261 25.824880149 26.133800091 27.397561369 29.641290786 32.899433711 37.240550147 42.737622221 49.431236381 57.282199814 66.114276117 75.554163002 84.984434719 93.669581271 101.301707240 107.796548895 113.181062404 117.580256070 121.198619549 124.300962276 127.196676530 130.230408452 133.781270691 138.188031425 143.490690057 149.649818514 156.620583165 164.347327528 172.758179580 181.759764119 191.232206460 201.024722565 210.952196742 220.809809123 230.428577275 239.637348392 248.250075037 256.069298882 262.890808612 268.509454951 272.726023105 275.354968411 276.232720422 275.226162444 272.240807758 267.228131758 260.191492321 251.190088711 240.340478974 227.815299108 213.839000362 198.680633312 182.643941797 182.643941797 182.643941797 182.643941797 182.643941797
1967.747945205 239.693891392 150.327630360 101.251101286 72.856917944 55.716384682 45.047132548 38.304911408 34.078138058 31.554575062 30.251359281 29.871327812 30.221932852 31.165852875 32.587861711 34.370336113 36.374225676 38.425258276 40.307317052 41.766303768 42.527930209 42.331094737 41.054618833 38.972560122 36.448241016 33.801913022 31.288114543 29.094925745 27.357801922 26.181683944 25.668040657 25.947347532 27.166224560 29.346148476 32.517151935 36.742399458 42.089155519 48.593105187 56.212757959 64.774638101 73.916095209 83.040702659 91.440591578 98.822761885 105.109702641 110.330198322 114.606611663 118.137163952 121.177758300 124.027132829 127.018161451 130.517329649 134.852372120 140.061727131 146.106711732 152.943133473 160.515972449 168.754088619 177.565037852 186.830184721 196.400407371 206.092794062 215.705923456 225.077286983 234.044013351 242.429572229 250.047073276 256.703628077 262.205753550 266.365721822 269.008678041 269.980259412 269.154362997 266.440635228 261.791202354 255.206137608 246.737176231 236.489249212 224.619512565 211.333698047 196.879794645 181.539273975 181.539273975 181.539273975 181.539273975 181.539273975
1967.832876712 241.065959813 150.549085831 101.033460580 72.478876269 55.288019746 44.610616413 37.874530942 33.656766967 31.140663869 29.841999611 29.463667226 29.813897384 30.756578385 32.177985084 33.962173537 35.971798816 38.034098551 39.933983673 41.417599647 42.209892009 42.047949900 40.807671358 38.759117927 36.262739719 33.637334002 31.136967990 28.949724934 27.211062685 26.025499565 25.493222011 25.741985072 26.914132033 29.027418027 32.107358765 36.211570445 41.401416987 47.707491071 55.085835091 63.365628367 72.194890697 80.998420527 89.096466274 96.211452514 102.273226627 107.313058076 111.451301202 114.880470764 117.848020790 120.642390773 123.584972268 127.029916768 131.294187823 136.414517777 142.352709806 149.064899854 156.496275371 164.575820837 173.211178598 182.283818852 191.644820696 201.111670456 210.484676353 219.607890000 228.327495896 236.477530674 243.882993989 250.363893378 255.740195150 259.837589906 262.493910196 263.565963642 262.936473458 260.520756879 256.272728264 250.189795268 242.316230094 232.744647838 221.615311880 209.113109542 195.462193075 180.918450402 180.918450402 180.918450402 180.918450402 180.918450402
1967.915068493 240.768097627 149.767065909 100.173410903 71.664437857 54.546434662 43.937648438 37.257298164 33.081588047 30.595539939 29.317235266 28.951919125 29.310113016 30.257967860 31.684035150 33.474647882 35.494632745 37.573083014 39.496152344 41.010295235 41.839596561 41.719097353 40.521406834 38.512157053 36.048686788 33.448287411 30.964617197 28.785878870 27.047664999 25.854201485 25.304519909 25.523795473 26.650268118 28.698144076 31.688603915 35.673903226 40.709666645 46.821467182 53.962766986 61.964975926 70.485925534 78.970290960 86.764969323 93.607464376 99.435380555 104.283309437 108.270735449 111.585765277 114.468751024 117.199171502 120.088272992 123.479291214 127.679685187 132.724457573 138.575544711 145.188997894 152.509640666 160.465754836 168.963891385 177.884011925 187.075278328 196.352915683 205.516317604 214.415374145 222.905292534 230.830861356 238.029391435 244.334453404 249.580375680 253.607413297 256.267439747 257.429954147 256.988139637 254.864661329 251.016859441 245.440981089 238.175107495 229.300475267 218.940961755 207.260603331 194.459136438 180.765686161 180.765686161 180.765686161 180.765686161 180.765686161
1968.000000000 238.560000067 147.985783000 98.758941597 70.525915922 53.606657801 43.138816641 36.557714456 32.451365028 30.013168020 28.767191091 28.423112755 28.794940849 29.751778278 31.184850353 32.983004151 35.013407335 37.107182225 39.051958913 40.594830151 41.459446896 41.379283054 40.224000583 38.254625841 35.825062082 33.250803361 30.784877690 28.615459382 26.878183415 25.676918713 25.109473269 25.298332887 26.377482282 28.357501971 31.255142576 35.117174754 39.993361874 45.904176947 52.800512003 60.516163569 68.719130553 76.874557074 84.356697615 90.918462507 96.505340014 101.155275135 104.986832572 108.183597026 110.978657435 113.642338084 116.475525231 119.810311474 123.944453563 128.911169821 134.672500891 141.184361760 148.391125782 156.220239848 164.576975761 173.339537065 182.354857167 191.435535752 200.379809348 209.043829092 217.292550756 224.982386563 231.963951028 238.085460193 243.196740901 247.153764094 249.823570438 251.089411003 250.855883754 249.053812346 245.644591467 240.623716667 234.023229508 225.912843071 216.399568656 205.625740320 193.765425867 181.019315072 181.019315072 181.019315072 181.019315072 181.019315072
1968.084931507 233.867601745 144.927572579 96.650006144 68.991284410 52.432385354 42.197780401 35.771386232 31.769448009 29.402405869 28.205053828 27.894169000 28.288760430 29.261727905 30.707406788 32.517339578 34.561065641 36.671701639 38.638333279 40.208757653 41.106399517 41.063531985 39.947409043 38.015175079 35.617862802 33.069499482 30.622645740 28.465547547 26.734036541 25.531957686 24.956558619 25.128855199 26.180407749 28.119752378 30.961037174 34.747692745 39.525779828 45.312337268 52.056092285 59.591358378 67.591046216 75.531264264 82.801781870 89.165326336 94.573588081 99.068462243 102.770109775 105.861541181 108.573477488 111.172552671 113.955122399 117.248344915 121.345733432 126.279325103 132.010705022 138.495101189 145.675743224 153.478253380 161.805185231 170.530948974 179.497488262 188.511192984 197.365002148 205.917729409 214.040384918 221.597002530 228.447287425 234.449810354 239.465698007 243.362733629 246.019745316 247.331123882 247.211280621 245.598830847 242.460274870 237.792946864 231.627016138 224.026355727 215.088140058 204.941095046 193.742397356 181.673300067 181.673300067 181.673300067 181.673300067 181.673300067
1968.161643836 228.074034107 141.378348859 94.324081855 67.369091421 51.234560937 41.266285114 35.012535283 31.125287826 28.835708518 27.691157754 27.416413349 27.835883196 28.826373857 30.285271374 32.106663175 34.162286012 36.287122344 38.271703035 39.864700361 40.789696995 40.778337472 39.696096263 37.796627987 35.428224803 32.903410434 30.474159296 28.328654994 26.602820771 25.400428375 24.818190893 24.975778578 26.002552647 27.905225090 30.695614083 34.414148344 39.103558842 44.777800230 51.383666420 58.755962334 66.572056122 74.317967532 81.397467026 87.582127219 92.829213824 97.184161526 100.768547906 103.764846834 106.401632480 108.942209237 111.678857411 114.934310603 118.998293371 123.901807981 129.606057203 136.065671875 143.222856044 151.001565096 159.301842378 167.994572603 176.917045539 185.869851130 194.640978183 203.091719453 211.098748270 218.533235800 225.263394485 231.157471150 236.087134391 239.931172050 242.579385699 243.936541967 243.926217708 242.494359444 239.612369691 235.279535443 229.524628679 222.406535834 214.013812422 204.463108969 193.896472669 182.477592143 182.477592143 182.477592143 182.477592143 182.477592143
1968.246575342 220.319379424 136.905332239 91.551618069 65.532515958 49.941315290 40.303483680 34.258775271 30.508079944 28.309935123 27.227701956 26.995935219 27.445313868 28.456902195 29.931177020 31.764636095 33.831016542 35.967019047 37.964635654 39.573693110 40.518526217 40.531023667 39.475831732 37.603710890 35.260420446 32.756938084 30.344487791 28.211013352 26.492417602 25.292408907 24.707349551 24.855995030 25.866195429 27.743457874 30.497988554 34.168059615 38.793939614 44.387209575 50.893009111 58.146112267 65.826602502 73.427094344 80.361069678 86.406693085 91.525812928 95.767150834 99.254116166 102.169601531 104.741385071 107.231058139 109.928616608 113.154297311 117.195727148 122.083122265 127.777204034 134.231924439 141.388378667 149.168751086 157.470430133 166.160570342 175.071524851 183.997708230 192.721614223 201.106075880 209.032268207 216.377184875 223.016095934 228.825372979 233.685622932 237.485048177 240.122928175 241.513097383 241.587278196 240.298117215 237.621770149 233.559886225 228.140857950 221.420226556 213.480167009 204.428017735 194.393867078 183.527258438 183.527258438 183.527258438 183.527258438 183.527258438
1968.328767123 211.672136145 132.096376130 88.681316146 63.703420343 48.703272717 39.417918995 33.592689171 29.983806119 27.880145775 26.862410911 26.675464093 27.156350570 28.190231018 29.680352068 31.525212703 33.600129071 35.743179974 37.747668388 39.364718891 40.319917687 40.346229760 39.308500320 37.455488826 35.130893808 32.644267232 30.245996938 28.123631381 26.412935026 25.217554110 24.633694509 24.779679907 25.782632189 27.647543127 30.383827742 34.028593284 38.620687153 44.170204179 50.621049682 57.807493034 65.410473631 72.925521129 79.770950033 85.728794230 90.764101692 94.928294475 98.346776114 101.203651409 103.727177251 106.178840742 108.848177246 112.054892364 116.086225778 120.971905711 126.672131186 133.140173673 140.316069208 148.120344050 156.447918061 165.162481831 174.091798062 183.024522394 191.737842844 200.095139033 207.980543848 215.275037662 221.858848612 227.614159629 232.428061174 236.195669040 238.823308416 240.231649808 240.358670923 239.162312366 236.622695244 232.743776268 227.554331077 221.108179358 213.483595049 204.781880445 195.125122547 184.653191162 184.653191162 184.653191162 184.653191162 184.653191162
1968.413698630 201.829843112 126.650324772 85.450985120 61.660175824 47.332172724 38.446711388 32.870030527 29.421597400 27.424877630 26.480277722 26.344310596 26.861155043 27.920497373 29.428580666 31.286015793 33.369758152 35.519332155 37.529478988 39.152848921 40.116623210 40.155276056 39.134218601 37.300186458 34.994644519 32.525529754 30.142227424 28.031764668 26.329682936 25.139513940 24.557273213 24.700820946 25.696518245 27.548840630 30.266397204 33.885093761 38.442305629 43.946585857 50.340559787 57.457977263 64.980676135 72.407228806 79.160985635 85.028005118 89.976652778 94.061139844 97.408917825 100.205322985 102.679081196 105.091545488 107.731752050 110.918840585 114.939647401 119.823419645 125.529849807 132.011540453 139.207463086 147.036450271 155.390874436 164.130828748 173.079289985 182.018897030 190.721286595 199.050392581 206.893430471 214.135545730 220.662147578 226.361487367 231.127419137 234.862264285 237.479688405 238.907487314 239.090172066 237.991240319 235.595024496 231.908016208 226.959581540 220.802002729 213.509807839 205.178380073 195.921870948 185.870474762 185.870474762 185.870474762 185.870474762 185.870474762
